iata,beach,mountain,culture,business,adventure,nightlife,food,nature,budget,luxury
AMC,1,0,0,0,0,0,1,1,0,0
GSQ,1,0,1,1,0,1,1,1,0,0
MRB,0,0,0,0,1,0,0,1,1,0
AWA,1,0,0,0,0,0,1,1,0,0
JIJ,1,0,1,1,0,1,1,1,0,0
MKS,1,0,0,0,0,0,1,1,0,0
DBM,1,0,0,0,0,0,1,1,0,0
DBT,1,0,0,0,0,0,1,1,0,0
QHR,1,0,0,0,0,0,1,1,0,0
GOB,1,0,0,0,0,0,1,1,0,0
MYB,1,0,0,0,0,0,1,1,0,0
MRE,1,0,0,0,0,0,1,1,0,0
JJM,1,0,0,0,0,0,1,1,0,0
RBX,1,0,0,0,0,0,1,1,0,0
CPA,1,0,0,0,0,0,1,1,0,0
IHC,0,0,0,0,1,0,1,1,0,0
MAX,1,0,0,0,0,0,1,1,0,0
BDI,1,0,0,0,1,0,1,1,0,1
WHF,1,0,0,0,0,0,1,1,0,0
NBE,1,0,1,1,0,1,1,0,0,1
HTY,1,0,1,0,0,1,1,0,0,1
RVV,0,0,0,0,1,0,0,1,1,0
FUO,1,0,1,0,1,1,1,1,1,0
HUZ,1,0,1,0,1,1,1,1,1,0
ILD,1,0,1,0,0,1,1,0,0,1
BIU,1,0,1,0,1,0,0,1,0,0
GJR,1,0,1,0,1,0,0,1,0,0
SAK,1,0,1,0,1,0,0,1,0,0
IIA,0,0,1,0,0,0,0,0,0,0
ULG,0,0,0,0,1,0,0,1,1,0
KQT,0,0,1,1,0,1,1,0,0,0
VGD,0,0,0,0,1,0,0,1,1,0
ONK,0,0,1,0,1,0,0,1,0,0
SYS,0,0,1,0,1,0,0,1,0,0
LDG,0,0,1,0,1,0,0,1,0,0
HSK,1,0,1,0,0,1,1,0,0,1
CQM,1,0,1,1,0,1,1,0,0,1
NJF,1,0,1,1,0,1,1,0,0,1
CSA,0,0,0,0,1,0,0,1,1,0
RKH,0,0,0,0,1,0,0,1,1,0
AGC,0,0,0,0,1,0,0,1,1,0
VQQ,0,0,0,0,1,0,0,1,1,0
FTY,0,0,0,0,1,0,0,1,1,0
TII,0,1,1,0,0,0,1,0,1,0
ZAJ,0,1,1,0,0,0,1,0,1,0
CCN,0,1,1,0,0,0,1,0,1,0
FUG,0,0,0,0,1,0,0,1,1,0
LCX,0,0,0,0,1,0,0,1,1,0
BSD,0,0,0,0,1,0,0,1,1,0
ACX,0,0,0,0,1,0,0,1,1,0
HZH,0,0,0,0,1,0,0,1,1,0
OSU,0,0,0,0,1,0,0,1,1,0
ADS,0,0,0,0,1,0,0,1,1,0
DSI,0,0,0,0,1,0,0,1,1,0
KHE,0,0,1,1,0,1,1,0,0,0
SZS,1,0,1,0,1,0,0,1,0,0
HJJ,0,0,0,0,1,0,0,1,1,0
YQI,0,0,0,0,1,0,0,1,1,0
ISO,0,0,0,0,1,0,0,1,1,0
FFA,0,0,0,0,1,0,0,1,1,0
LNJ,1,0,1,0,1,1,1,0,1,0
CKS,1,0,1,0,1,0,1,1,1,0
MWK,1,0,0,0,0,0,1,1,0,0
PGU,0,0,1,1,0,1,1,0,0,0
YES,0,0,0,0,1,0,0,1,1,0
OSM,1,0,1,1,0,1,1,0,0,1
TJH,0,0,0,0,1,0,0,1,1,0
AXJ,0,0,0,0,1,0,0,1,1,0
KKX,0,0,0,0,1,0,0,1,1,0
AGJ,0,0,0,0,1,0,0,1,1,0
ULZ,0,0,0,0,1,0,0,1,1,0
UGA,0,0,0,0,1,0,0,1,1,0
ULO,0,0,0,0,1,0,0,1,1,0
LBX,1,0,1,0,1,1,1,1,1,0
TJU,0,0,0,0,1,0,0,1,1,0
CMJ,1,0,1,0,1,1,1,1,1,0
TAZ,0,0,0,0,1,0,0,1,1,0
BWB,1,0,0,0,0,0,1,1,0,0
DRB,1,0,0,0,0,0,1,1,0,0
WGE,0,0,0,0,1,0,0,1,1,0
BRT,1,0,0,0,0,0,1,1,0,0
DKI,1,0,0,0,0,0,1,1,0,0
LZR,1,0,0,0,0,0,1,1,0,0
HLT,0,0,0,0,1,0,0,1,1,0
HCQ,1,0,0,0,0,0,1,1,0,0
FIZ,1,0,0,0,0,0,1,1,0,0
RVT,0,0,0,0,1,0,0,1,1,0
PVU,0,0,0,0,1,0,0,1,1,0
SBS,0,0,0,0,1,0,0,1,1,0
DTA,0,0,0,0,1,0,0,1,1,0
PUC,0,0,0,0,1,0,0,1,1,0
LAM,0,0,0,0,1,0,0,1,1,0
HII,0,0,1,1,0,1,1,0,0,0
INW,0,0,0,0,1,0,0,1,1,0
DGL,0,0,0,0,1,0,0,1,1,0
MZK,1,0,0,0,0,0,1,1,0,0
AEA,1,0,0,0,0,0,1,1,0,0
AAK,1,0,0,0,0,0,1,1,0,0
KUC,1,0,0,0,0,0,1,1,0,0
AIS,1,0,0,0,0,0,1,1,0,0
TMN,1,0,0,0,0,0,1,1,0,0
BEZ,1,0,0,0,0,0,1,1,0,0
NIG,1,0,0,0,0,0,1,1,0,0
BBG,1,0,0,0,0,0,1,1,0,0
MTK,1,0,0,0,0,0,1,1,0,0
MNK,1,0,0,0,0,0,1,1,0,0
NON,1,0,0,0,0,0,1,1,0,0
TSU,1,0,0,0,0,0,1,1,0,0
WTZ,1,0,0,0,1,0,0,1,0,0
KTF,1,0,0,0,1,0,0,1,0,0
AFT,1,0,1,0,0,0,1,1,0,0
RNA,1,0,0,0,0,0,1,1,0,0
CHY,1,0,0,0,0,0,1,1,0,0
NNB,1,0,0,0,0,0,1,1,0,0
XYA,1,0,0,0,0,0,1,1,0,0
BPF,1,0,1,0,0,0,1,1,0,0
BOW,0,0,0,0,1,0,0,1,1,0
FTI,1,0,0,0,0,0,1,1,0,0
LVK,0,0,0,0,1,0,0,1,1,0
RMY,0,0,0,0,1,0,0,1,1,0
GFY,1,0,0,0,0,0,1,1,0,0
NDU,1,0,0,0,0,0,1,1,0,0
TRM,0,0,0,0,1,0,0,1,1,0
SMO,0,0,0,0,1,0,0,1,1,0
UDD,0,0,0,0,1,0,0,1,1,0
SCF,0,0,0,0,1,0,0,1,1,0
OLM,0,0,0,0,1,0,0,1,1,0
RIL,0,0,0,0,1,0,0,1,1,0
SAA,0,0,0,0,1,0,0,1,1,0
PDK,0,0,0,0,1,0,0,1,1,0
BMG,0,0,0,0,1,0,0,1,1,0
SUA,0,0,0,0,1,0,0,1,1,0
MMU,0,0,0,0,1,0,0,1,1,0
APC,0,0,0,0,1,0,0,1,1,0
SDM,0,0,0,0,1,0,0,1,1,0
VNC,0,0,0,0,1,0,0,1,1,0
PHK,1,0,0,0,0,0,0,0,0,0
ECP,1,0,1,1,0,1,1,0,0,0
SBD,0,0,1,1,0,1,1,0,0,0
VAL,1,0,1,0,1,0,1,1,1,0
CAU,1,0,1,0,1,0,1,1,1,0
AWK,1,0,0,0,0,0,1,1,0,0
QNV,1,0,1,0,1,0,1,1,1,0
SQL,0,0,0,0,1,0,0,1,1,0
RWI,0,1,0,0,0,0,0,0,0,0
SXQ,0,0,1,0,1,0,0,1,0,0
SEE,0,0,0,0,1,0,0,1,1,0
PHA,1,0,1,0,1,1,1,1,1,0
SQH,1,0,1,0,1,1,1,1,1,0
TKF,0,0,0,0,1,0,0,1,1,0
FRJ,1,0,1,0,0,1,1,0,0,1
GEX,0,0,0,0,1,0,0,1,1,0
LVM,0,1,0,0,0,0,0,0,0,0
GMV,0,0,0,0,1,0,0,1,1,0
JRA,0,0,0,0,0,1,0,0,0,0
LAL,0,0,1,1,0,1,1,0,0,0
SYH,0,1,1,0,1,0,1,1,1,1
RBK,0,0,0,0,1,0,0,1,1,0
FNU,1,0,1,0,0,1,1,0,0,1
MYQ,1,1,1,0,0,0,1,1,1,0
MGY,0,0,0,0,1,0,0,1,1,0
FDY,0,0,0,0,1,0,0,1,1,0
PEA,0,0,0,0,1,0,0,1,1,0
EMP,0,0,0,0,1,0,0,1,1,0
HYC,0,0,0,0,1,0,0,1,1,0
BBP,0,0,0,0,1,0,0,1,1,0
SPF,0,0,0,0,1,0,0,1,1,0
QYD,0,0,0,0,1,0,0,1,1,0
OLV,0,0,0,0,1,0,0,1,1,0
KNA,0,0,1,0,1,0,1,1,1,0
ONQ,1,0,1,0,0,1,1,0,0,1
BJC,0,1,0,1,0,0,0,0,0,0
SLE,0,0,0,0,1,0,0,1,1,0
UTM,0,0,0,0,1,0,0,1,1,0
ZKB,1,0,0,0,0,0,1,1,0,0
LND,0,0,0,0,1,0,0,1,1,0
MWC,0,0,0,0,1,0,0,1,1,0
JVL,0,0,0,0,1,0,0,1,1,0
LZU,0,0,0,0,1,0,0,1,1,0
BWG,0,0,0,0,1,0,0,1,1,0
RVS,0,0,0,0,1,0,0,1,1,0
NHD,0,0,0,0,1,0,0,1,1,0
KGO,0,0,0,0,1,0,0,1,1,0
DBB,1,0,1,1,0,1,1,0,0,1
BCE,0,0,0,0,1,0,0,1,1,0
CKL,0,0,0,0,1,0,0,1,1,0
TCZ,1,0,1,0,1,1,1,0,1,0
UKS,1,0,1,0,0,1,1,0,0,1
OAZ,0,1,1,0,0,0,1,0,1,0
JCI,0,0,0,0,1,0,0,1,1,0
ESN,0,0,0,0,1,0,0,1,1,0
HMR,0,0,1,0,1,0,0,1,0,0
MYV,0,0,0,1,0,0,0,0,0,0
DUC,0,0,0,0,1,0,0,1,1,0
UVA,0,0,0,0,1,0,0,1,1,0
LOT,0,0,0,0,1,0,0,1,1,0
CCR,0,0,0,0,1,0,0,1,1,0
OCA,0,0,0,0,1,0,0,1,1,0
YUS,0,0,0,0,1,0,0,1,1,0
HIA,0,0,0,0,1,0,0,1,1,0
YOO,0,0,0,0,1,0,0,1,1,0
LHA,0,0,0,0,1,0,0,1,1,0
NYW,1,0,1,0,1,1,1,1,1,0
ATO,0,0,1,0,0,0,0,0,0,0
SGH,0,0,0,0,1,0,0,1,1,0
HEX,1,0,0,0,0,0,1,1,0,0
CDA,1,0,0,0,0,0,1,1,0,0
JAB,1,0,0,0,0,0,1,1,0,0
HGS,1,1,0,0,0,0,1,1,0,0
TOP,0,0,0,0,1,0,0,1,1,0
MQY,0,0,0,0,1,0,0,1,1,0
UOS,0,0,0,0,1,0,0,1,1,0
NGQ,0,1,1,0,0,0,1,0,1,0
CSO,0,0,0,0,1,0,0,1,1,0
PWK,0,0,0,0,1,0,0,1,1,0
KLS,0,0,0,0,1,0,0,1,1,0
ZTA,1,0,0,0,0,0,1,1,0,0
PUE,1,0,1,0,1,0,1,1,1,0
KHC,0,0,0,0,1,0,0,1,1,0
UKA,1,0,0,0,0,0,1,1,0,0
ILN,0,0,0,0,1,0,0,1,1,0
AVW,0,0,0,0,1,0,0,1,1,0
CGZ,0,0,0,0,1,0,0,1,1,0
BXK,0,0,0,0,1,0,0,1,1,0
MMI,0,0,1,0,0,0,0,0,0,0
STK,0,0,0,0,1,0,0,1,1,0
RWL,0,0,0,0,1,0,0,1,1,0
CDW,0,0,0,0,1,0,0,1,1,0
AIZ,0,0,0,0,1,0,0,1,1,0
TVI,0,0,0,0,1,0,0,1,1,0
HSH,0,0,0,0,1,0,0,1,1,0
GML,0,0,0,0,1,0,0,1,1,0
TMA,0,0,0,0,1,0,0,1,1,0
RDO,0,0,0,0,1,0,0,1,1,0
DVT,0,0,0,0,1,0,0,1,1,0
YRV,0,0,0,0,1,0,0,1,1,0
FRG,0,0,0,0,1,0,0,1,1,0
ZHY,0,0,0,0,1,0,0,1,1,0
MCL,0,0,1,0,1,0,0,1,0,0
PPC,0,0,1,0,1,0,0,1,0,0
KHW,1,0,0,0,1,0,1,1,0,0
TXG,1,0,1,0,1,1,1,0,1,0
HLG,0,0,0,0,1,0,0,1,1,0
XYE,1,0,1,0,1,1,1,1,1,0
DWC,0,0,1,1,0,1,1,0,0,1
RKP,0,0,0,0,1,0,0,1,1,0
MVV,0,0,0,0,1,0,0,1,1,0
MFX,0,0,0,0,1,0,0,1,1,0
AEB,1,0,1,0,1,1,1,0,1,0
OKF,1,0,0,0,0,0,1,1,0,0
OKU,1,0,0,0,0,0,1,1,0,0
KOQ,0,0,0,0,1,0,0,1,1,0
PSH,0,0,0,0,1,0,0,1,1,0
TTD,0,0,0,0,1,0,0,1,1,0
HIO,0,0,0,0,1,0,0,1,1,0
KHT,0,1,1,0,0,0,1,0,1,0
NMT,1,0,1,0,1,1,1,1,1,0
BNO,0,0,0,0,1,0,0,1,1,0
PRZ,0,0,0,0,1,0,0,1,1,0
RBL,0,0,0,0,1,0,0,1,1,0
NOT,0,0,0,0,1,0,0,1,1,0
LKV,0,0,0,0,1,0,0,1,1,0
OTK,0,0,0,0,1,0,0,1,1,0
ONO,0,0,0,0,1,0,0,1,1,0
DLS,0,0,0,0,1,0,0,1,1,0
GAI,0,1,0,0,0,0,0,0,0,0
OAS,0,1,1,0,0,0,1,0,1,0
YTA,0,0,0,0,1,0,0,1,1,0
TSB,1,0,0,0,0,0,1,1,0,0
YSD,0,0,0,0,1,0,0,1,1,0
BNU,0,0,1,0,1,0,1,1,1,0
YCC,0,0,0,0,1,0,0,1,1,0
IZA,1,0,1,0,1,0,1,1,1,0
MVL,0,0,0,0,1,0,0,1,1,0
RBD,0,0,0,0,1,0,0,1,1,0
BXY,0,0,0,0,1,0,0,1,1,0
WST,0,0,0,0,1,0,0,1,1,0
BID,1,0,0,0,0,0,0,0,0,0
NME,0,0,1,0,1,0,0,1,0,0
OOK,1,0,1,0,1,0,0,1,0,0
OBY,0,0,1,0,1,0,0,1,0,0
VIN,0,0,0,0,1,0,0,1,1,0
BGE,0,0,0,0,1,0,0,1,1,0
ZGS,0,0,0,0,1,0,0,1,1,0
ZKG,0,0,0,0,1,0,0,1,1,0
YBI,0,0,0,0,1,0,0,1,1,0
WHP,0,0,0,0,1,0,0,1,1,0
MAE,0,0,0,0,1,0,0,1,1,0
YZZ,0,0,0,0,1,0,0,1,1,0
YAB,1,0,1,0,1,0,0,1,0,0
GSI,1,0,1,0,1,0,1,1,1,0
MPY,1,0,1,0,1,0,1,1,1,0
LDX,1,0,1,0,1,0,1,1,1,0
KJI,0,0,0,0,1,0,0,1,1,0
CPB,1,0,1,0,1,0,1,1,1,0
HMB,0,0,1,1,0,1,1,0,0,0
RVY,0,0,1,1,1,1,1,1,1,0
POJ,1,0,1,0,1,0,1,1,1,0
JTC,1,0,1,0,1,0,1,1,1,0
OIA,1,0,1,0,1,0,1,1,1,0
RDC,1,0,1,0,1,0,1,1,1,0
SXX,1,0,1,0,1,0,1,1,1,0
BYO,1,0,1,0,1,0,1,1,1,0
SXO,1,0,1,0,1,0,1,1,1,0
CFC,0,0,1,0,1,0,1,1,1,0
CAF,1,0,1,0,1,0,1,1,1,0
ERN,1,0,1,0,1,0,1,1,1,0
CCI,0,0,1,0,1,0,1,1,1,0
FBE,0,0,1,0,1,0,1,1,1,0
CFO,1,0,1,0,1,0,1,1,1,0
AAF,0,0,0,0,1,0,0,1,1,0
UMU,0,0,1,0,1,0,1,1,1,0
DTI,1,0,1,0,1,0,1,1,1,0
FBA,1,0,1,0,1,0,1,1,1,0
OLC,1,0,1,0,1,0,1,1,1,0
HUW,1,0,1,0,1,0,1,1,1,0
IRZ,1,0,1,0,1,0,1,1,1,0
ORX,1,0,1,0,1,0,1,1,1,0
UNA,1,0,1,0,1,0,1,1,1,0
TEF,1,0,0,0,0,0,1,1,0,0
GZP,1,0,1,0,0,1,1,0,0,1
OAA,0,1,1,0,0,0,1,0,1,0
FPR,0,0,1,1,0,1,1,0,0,0
PYM,0,0,0,0,1,0,0,1,1,0
NCO,0,0,0,0,1,0,0,1,1,0
OWD,0,0,0,0,1,0,0,1,1,0
BAF,0,0,0,0,1,0,0,1,1,0
MGJ,0,1,0,0,0,0,0,0,0,0
HAR,0,0,1,1,0,1,1,0,0,0
DXR,0,0,0,0,1,0,0,1,1,0
ASH,0,0,0,0,1,0,0,1,1,0
LWM,0,0,0,0,1,0,0,1,1,0
OXC,0,0,0,0,1,0,0,1,1,0
RMG,0,0,1,0,0,0,0,0,0,0
GAD,0,0,0,0,1,0,0,1,1,0
WDR,0,0,0,0,1,0,0,1,1,0
DNN,0,0,0,0,1,0,0,1,1,0
LGC,0,0,0,0,1,0,0,1,1,0
PIM,0,0,0,0,1,0,0,1,1,0
GVL,0,0,0,0,1,0,0,1,1,0
PHD,0,0,0,0,1,0,0,1,1,0
HHH,1,0,0,0,0,0,0,0,0,0
DNL,0,0,0,0,1,0,0,1,1,0
MRN,0,0,0,0,1,0,0,1,1,0
PVL,0,0,0,0,1,0,0,1,1,0
TOC,0,0,0,0,1,0,0,1,1,0
PLV,0,0,0,0,1,0,0,1,1,0
WUU,1,0,0,0,0,0,1,1,0,0
HUE,1,0,0,0,0,0,1,1,0,0
OYL,1,0,0,0,0,0,1,1,0,0
OZG,0,0,0,0,1,0,0,1,1,0
WYE,1,1,0,0,0,0,1,1,0,0
GBK,1,1,0,0,0,0,1,1,0,0
THX,0,0,1,0,1,0,0,1,0,0
TGP,0,0,1,0,1,0,0,1,0,0
AFW,0,0,0,0,1,0,0,1,1,0
RMK,0,0,0,0,1,0,0,1,1,0
LGH,0,0,0,0,1,0,0,1,1,0
RTS,1,0,0,0,0,0,0,0,0,0
FOS,0,0,0,0,1,0,0,1,1,0
KEW,0,0,0,0,1,0,0,1,1,0
YSP,0,0,0,0,1,0,0,1,1,0
YHF,0,0,0,0,1,0,0,1,1,0
YHN,0,0,0,0,1,0,0,1,1,0
YKX,0,0,0,0,1,0,0,1,1,0
YMG,0,0,0,0,1,0,0,1,1,0
YXZ,0,0,0,0,1,0,0,1,1,0
YEM,0,0,0,0,1,0,0,1,1,0
LWC,0,0,0,0,1,0,0,1,1,0
PPM,1,0,0,0,0,0,0,0,0,0
XMC,0,0,0,0,1,0,0,1,1,0
ULH,0,0,0,0,1,0,0,1,1,0
YUE,1,0,0,0,0,0,1,1,0,0
LOP,1,0,1,1,0,1,1,1,0,0
ZMH,0,0,0,0,1,0,0,1,1,0
HDG,0,0,0,0,1,0,0,1,1,0
LOZ,0,0,1,0,0,0,0,0,0,1
FBG,0,0,0,0,1,0,0,1,1,0
WMI,0,0,0,0,1,0,0,1,1,0
JXA,0,0,0,0,1,0,0,1,1,0
JDG,0,0,0,0,1,0,0,1,1,0
YGM,0,0,0,0,1,0,0,1,1,0
EYK,0,0,1,0,1,0,0,1,0,0
RAC,0,0,0,0,1,0,0,1,1,0
RZP,1,0,1,0,1,1,1,1,1,0
RKZ,0,1,1,0,0,0,1,0,1,0
TIW,0,0,0,0,1,0,0,1,1,0
GUF,0,0,0,0,1,0,0,1,1,0
IBB,1,0,1,0,1,0,1,1,1,0
HMJ,0,0,0,0,1,0,0,1,1,0
HIW,0,0,0,0,1,0,0,1,1,0
KYI,0,0,0,0,1,0,0,1,1,0
HZL,0,0,0,0,1,0,0,1,1,0
CBE,0,0,0,0,1,0,0,1,1,0
WYN,1,0,0,0,0,0,1,1,0,0
YBO,0,0,0,0,1,0,0,1,1,0
KLF,0,0,0,0,1,0,0,1,1,0
LNR,0,0,0,0,1,0,0,1,1,0
JOT,0,0,0,0,1,0,0,1,1,0
VYS,0,0,0,0,1,0,0,1,1,0
JXN,0,0,0,0,1,0,0,1,1,0
BBX,0,0,0,0,1,0,0,1,1,0
OBE,0,0,0,0,1,0,0,1,1,0
SEF,0,0,0,0,1,0,0,1,1,0
AVO,0,0,0,0,1,0,0,1,1,0
GIF,0,0,0,0,1,0,0,1,1,0
ZPH,0,0,0,0,1,0,0,1,1,0
OCF,0,0,1,1,0,1,1,0,0,0
AIK,0,0,0,0,1,0,0,1,1,0
CDN,0,0,0,0,1,0,0,1,1,0
LBT,0,0,0,0,1,0,0,1,1,0
SOP,0,0,0,0,1,0,0,1,1,0
SVH,0,0,0,0,1,0,0,1,1,0
LHV,0,0,0,0,1,0,0,1,1,0
BKL,0,0,0,0,1,0,0,1,1,0
DKK,0,0,0,0,1,0,0,1,1,0
LLY,0,0,0,0,1,0,0,1,1,0
LDJ,0,0,0,0,1,0,0,1,1,0
ANQ,0,0,0,0,1,0,0,1,1,0
CLW,0,0,0,0,1,0,0,1,1,0
CGX,0,0,0,0,1,0,0,1,1,0
CRE,1,0,0,0,0,0,0,0,0,0
BXO,0,1,0,0,1,0,0,1,0,1
WBW,0,0,0,0,1,0,0,1,1,0
LNN,0,0,0,0,1,0,0,1,1,0
UMD,0,0,1,0,1,0,0,1,0,0
RLK,1,0,0,0,0,0,0,0,0,0
FFT,0,0,1,1,0,1,1,0,0,0
LEW,0,0,0,0,1,0,0,1,1,0
MRK,1,0,0,0,0,0,0,0,0,0
DRE,1,0,0,0,0,0,0,0,0,0
GDW,0,0,0,0,1,0,0,1,1,0
MFI,0,0,0,0,1,0,0,1,1,0
ISW,0,0,0,0,1,0,0,1,1,0
CWI,0,0,0,0,1,0,0,1,1,0
BVY,0,0,0,0,1,0,0,1,1,0
OSF,0,0,1,1,0,1,1,0,0,0
YRQ,0,0,0,0,1,0,0,1,1,0
POF,0,0,0,0,1,0,0,1,1,0
EOK,0,0,0,0,1,0,0,1,1,0
PSL,0,0,0,0,1,0,0,1,1,0
STP,0,0,0,1,0,0,0,0,0,0
SOO,0,0,1,0,1,0,0,1,0,0
VNA,1,0,1,0,1,1,1,1,1,0
DKS,0,0,1,0,1,0,0,1,0,0
BYT,0,0,1,0,0,0,0,0,0,0
ADY,1,0,0,0,1,0,1,1,0,0
HAO,0,0,0,0,1,0,0,1,1,0
GAS,1,0,0,0,0,0,1,1,0,0
HOA,1,0,0,0,0,0,1,1,0,0
KEY,1,0,0,0,0,0,1,1,0,0
ILU,1,0,0,0,0,0,1,1,0,0
ATJ,1,0,0,0,1,0,1,1,0,0
OVA,0,0,0,0,1,0,1,1,0,0
UTS,0,0,1,0,1,0,0,1,0,0
RGK,0,0,0,0,1,0,0,1,1,0
FLD,0,0,0,0,1,0,0,1,1,0
STE,0,0,0,0,1,0,0,1,1,0
MQJ,0,0,1,0,1,0,0,1,0,0
PEF,0,0,0,0,1,0,0,1,1,0
CJN,1,0,0,0,0,0,1,1,0,0
GQQ,0,0,0,0,1,0,0,1,1,0
TPN,1,0,1,0,1,0,1,1,1,0
PTZ,1,0,1,0,1,0,1,1,1,0
CKV,0,1,0,0,0,0,0,0,0,0
LPC,0,0,0,0,1,0,0,1,1,0
CTH,0,0,0,0,1,0,0,1,1,0
BST,0,1,1,0,0,0,1,0,1,0
LLK,0,0,1,1,0,1,1,0,0,0
GBB,0,0,1,1,0,1,1,0,0,0
ZTU,0,0,1,1,0,1,1,0,0,0
LKP,0,0,0,0,1,0,0,1,1,0
KDY,0,0,1,0,1,0,0,1,0,0
GYG,0,0,1,0,1,0,0,1,0,0
JIQ,0,0,0,0,1,0,0,1,1,0
AOH,0,0,0,0,1,0,0,1,1,0
DSO,0,0,0,0,1,0,0,1,1,0
SSI,0,0,0,0,1,0,0,1,1,0
BFP,0,0,0,0,1,0,0,1,1,0
GGE,0,0,0,0,1,0,0,1,1,0
HDI,0,0,0,0,1,0,0,1,1,0
RNT,0,0,0,0,1,0,0,1,1,0
POC,0,0,0,0,1,0,0,1,1,0
CTY,0,0,1,1,0,1,1,0,0,0
CEU,0,0,0,0,1,0,0,1,1,0
BEC,0,0,0,0,1,0,0,1,1,0
QFO,0,0,1,0,0,0,0,0,0,0
SNY,0,0,0,0,1,0,0,1,1,0
GKL,1,0,0,0,0,0,1,1,0,0
RPB,1,0,0,0,0,0,1,1,0,0
IFL,1,0,0,0,0,0,1,1,0,0
JRF,1,0,0,0,0,0,1,1,0,0
BIN,0,1,1,0,0,0,1,0,1,0
NBS,0,0,0,0,1,0,0,1,1,0
RGO,0,0,0,0,1,0,0,1,1,0
MOO,0,0,0,0,1,0,0,1,1,0
LUZ,0,0,0,0,1,0,0,1,1,0
ECA,0,0,0,0,1,0,0,1,1,0
VAM,1,0,0,0,1,0,1,1,0,1
LLF,0,0,0,0,1,0,0,1,1,0
LSZ,1,0,1,0,0,1,1,0,0,1
ONS,1,0,0,0,0,0,1,1,0,0
TDR,0,0,0,0,1,0,0,1,1,0
WBU,0,0,0,0,1,0,0,1,1,0
BBJ,0,0,0,0,1,0,0,1,1,0
PAO,0,0,0,0,1,0,0,1,1,0
USR,0,0,1,0,1,0,0,1,0,0
MSC,0,0,0,0,1,0,0,1,1,0
YTY,0,0,0,0,1,0,0,1,1,0
PTK,0,0,1,1,0,1,1,0,0,0
KSI,1,0,0,0,0,0,1,1,0,0
EEN,0,0,0,0,1,0,0,1,1,0
THQ,0,0,0,0,1,0,0,1,1,0
VRO,1,0,0,0,0,0,1,1,0,0
GKK,1,0,0,0,1,0,1,1,0,1
RCS,0,0,0,0,1,0,0,1,1,0
RHD,0,0,1,1,1,1,1,1,1,0
KMP,0,0,0,0,1,0,0,1,1,0
KGT,0,0,0,0,1,0,0,1,1,0
VUS,0,0,1,0,1,0,0,1,0,0
IOW,0,0,1,1,0,1,1,0,0,0
TLQ,0,0,0,0,1,0,0,1,1,0
ANP,0,0,0,0,1,0,0,1,1,0
FXO,1,0,0,0,1,0,1,1,0,0
ODO,0,0,0,0,1,0,0,1,1,0
ZTR,0,0,0,0,1,0,0,1,1,0
HRI,1,1,1,1,0,1,1,1,1,0
PEQ,0,0,0,0,1,0,0,1,1,0
HBG,0,0,0,0,1,0,0,1,1,0
QCJ,1,0,1,0,1,0,1,1,1,0
QSC,1,0,1,0,1,0,1,1,1,0
YKN,0,0,0,0,1,0,0,1,1,0
XSB,1,0,0,0,0,0,0,0,0,0
ZBM,0,1,0,0,0,0,0,0,0,0
KTI,1,0,1,0,1,1,1,1,1,0
GYU,0,0,0,0,1,0,0,1,1,0
CNI,0,0,0,0,1,0,0,1,1,0
KRH,0,0,1,0,0,0,0,0,0,0
JGD,0,0,0,0,1,0,0,1,1,0
CCL,0,0,0,0,1,0,0,1,1,0
HWD,0,0,0,0,1,0,0,1,1,0
MZP,1,0,0,0,1,0,0,1,0,0
JHQ,1,0,0,0,0,0,1,1,0,0
ARB,0,0,0,0,1,0,0,1,1,0
SHT,0,0,0,0,1,0,0,1,1,0
TEM,0,0,0,0,1,0,0,1,1,0
GAH,0,0,0,0,1,0,0,1,1,0
WIO,0,0,0,0,1,0,0,1,1,0
BFJ,0,0,0,0,1,0,0,1,1,0
ULK,0,0,1,0,1,0,0,1,0,0
KVR,0,0,0,0,1,0,0,1,1,0
IGD,1,0,1,0,0,1,1,0,0,1
GNY,1,0,1,0,0,1,1,0,0,1
KZR,1,0,1,0,0,1,1,0,0,1
VLU,0,0,0,0,1,0,0,1,1,0
BEO,0,0,0,0,1,0,0,1,1,0
BMP,1,0,0,0,0,0,1,1,0,0
NGZ,0,0,0,0,1,0,0,1,1,0
YCN,0,0,0,0,1,0,0,1,1,0
BJP,1,0,1,0,1,0,1,1,1,0
BQB,0,0,0,0,1,0,0,1,1,0
SEK,0,0,1,0,1,0,0,1,0,0
IVR,0,0,0,0,1,0,0,1,1,0
GLI,0,0,0,0,1,0,0,1,1,0
IMM,0,0,0,0,1,0,0,1,1,0
TQQ,1,0,0,0,0,0,1,1,0,0
YIC,0,0,0,0,1,0,0,1,1,0
PTB,0,0,0,0,1,0,0,1,1,0
SBM,0,0,0,0,1,0,0,1,1,0
KFE,1,0,1,0,0,0,1,1,0,0
BJU,0,1,1,0,1,0,1,1,1,1
MZJ,0,0,0,0,1,0,0,1,1,0
SAD,0,0,0,0,1,0,0,1,1,0
SLJ,1,0,0,0,0,0,1,1,0,0
KJP,0,0,0,0,1,0,0,1,1,0
EKB,0,0,0,0,1,0,0,1,1,0
SIK,0,0,0,0,1,0,0,1,1,0
TTI,1,0,0,0,0,0,1,1,0,0
GFL,0,0,0,0,1,0,0,1,1,0
